pair_id,orig_pair_id,generator_model,prompt_version,real_len,fake_len,len_ratio,real_bucket,fake_bucket,text,is_fake,source
wb_pair_00042,wb_pair_00042,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,250,231,0.924,neutral,mixed,"Купила попробовать, обычно ем миндальный. Консистенция нормальная, может чуть жидковатая, но мне даже удобнее мазать. По вкусу приятная, кешью чувствуется хорошо. Цвет да, потемнее чем ожидала, но это наверное от обработки зависит.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00025,wb_pair_00025,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,119,98,0.8235294117647058,negative,negative,"Прислали не то что заказывала, оставили, чтоб не возиться с возвратом. Можно как-то внимательнее относиться к заказам?!",0,wildberries_real
wb_pair_00082,wb_pair_00082,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,210,177,0.8428571428571429,negative,negative,"База оказалась вполне рабочая, хотя да, густовата немного. Но я приспособилась, наношу тонким слоем и растушевываю быстрее. В лампе сохнет нормально, может чуть дольше обычного.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00059,wb_pair_00059,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,87,88,1.0114942528735633,neutral,neutral,"Пришло просроченное( Походу реально одна банка осталась, которую туда сюда отправляют))",0,wildberries_real
wb_pair_00006,wb_pair_00006,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,293,279,0.9522184300341296,negative,negative,"У меня приличный парфюмереый гардероб. Я люблю и разбираюсь в парфюмерии, но противнее этого запаха я ещё не слышала, я даже не могу описать чем это пахнет. Как будто просроченной лекарство с какой то химической жидкостью. Я уже брала здесь один парфюм от этого бренда, от которого в восторге!",0,wildberries_real
wb_pair_00035,wb_pair_00035,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,130,123,0.9461538461538461,negative,negative,"У меня почему-то прошло нормально, немного пощипывало первые минуты но потом привыкла. Может от типа кожи зависит, не знаю.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00023,wb_pair_00023,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,375,388,1.0346666666666666,neutral,neutral,"Взяла попробовать это кокосовое молоко в кофе, думала будет интересный вкус. Ну в принципе нормально получилось, кокос чувствуется, пенка есть хотя и не такая плотная как с обычным. Правда заметила что консистенция немного расслаивается если постоит, приходится помешивать. Может это особенность растительного молока, не знаю. В целом как альтернатива подходит, если хочется разнообразия.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00030,wb_pair_00030,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,167,170,1.0179640718562875,neutral,negative,"Заказал один вкус, пришло без вкуса. Ошибок не прощаю все же вы давно в бизнесе. Больше брать не буду. И почти рваный пакет. Запарил вельбарис без упаковок все делать.",0,wildberries_real
wb_pair_00022,wb_pair_00022,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,311,317,1.0192926045016077,negative,negative,"Ну, что сказать... долго не могла понять почему у меня такой кофе стал невкусный. Решила теперь буду покупать другого производителя, а оказалось этот жуткий вкус придает именно молоко. Запах кокоса у кофе есть, но вот вкус - это кошмар. То ли оно испортилось уже, то ли... Попробовала из пакета- реально кислит.",0,wildberries_real
wb_pair_00106,wb_pair_00106,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,100,86,0.86,negative,negative,"Сажала в апреле, взошло процентов 30 наверное. Не все конечно, но хоть что-то выросло.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00056,wb_pair_00058,claude-sonnet-4-5,resume_generation_no_categories_relaxed_len_balanced,418,427,1.0215311004784688,neutral,negative,"К сожалению не поверив отзывам заказала, т.к. доверяю этом бренду. Еле уловимый запах, который держится одну-две минуты. Это совсем не похоже на товар этого бренда. И реально это выброшенные деньги плюс еще и вопрос к вайбересу, что пускает на свою площадку не добросовестных поставщиков. Фу. Ставлю единицу и то только за то, что заказывала еще один запах, он держится чуть больше и более активно раскрывается аромат.",0,wildberries_real
wb_pair_00036,wb_pair_00036,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,363,366,1.0082644628099173,negative,negative,"Заказывала говядину кусочками, пришло именно то что нужно. Кот ест нормально, хотя обычно привередливый. Консистенция мягкая, запах не противный. Единственное смутило что упаковка немного помятая была, но содержимое целое. По цене вышло дороже чем в обычном магазине, но зато состав вроде получше. Пока доедим посмотрю, может еще возьму если понравится окончательно.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00108,wb_pair_00108,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,118,117,0.9915254237288136,negative,positive,"вы когда отправляете не смотрите на товар что ли, частенько вы высылаете бракованный товар,на этот раз лупа с осколом.",0,wildberries_real
wb_pair_00126,wb_pair_00126,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,198,202,1.02020202020202,negative,negative,"Вкусно. Но привезли просроченный!!! Как такое вообще может быть? Я не посмотрела и начала есть и ребёнку давала. А потом смотрю до декабря, а заказ привезли амперных числах декабря. Это вообще как?!",0,wildberries_real
wb_pair_00080,wb_pair_00080,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,104,106,1.0192307692307692,negative,positive,"Конфитюр понравился, вкусный. Банка правда стеклянная, немного переживала что разобьётся при доставке, но.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00043,wb_pair_00043,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,267,237,0.8876404494382022,neutral,mixed,"Заказывала эту банку, переживала конечно что стекло и вдруг разобьют. Но нет, упаковано было хорошо, пришло целое. Видимо зависит от склада или от того как повезет с курьером. Сам продукт нормальный, ничего особенного но и претензий нет.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00129,wb_pair_00129,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,249,261,1.0481927710843373,negative,negative,Очень разочарована Брала разный мёд этой семьи Всё нравилось А этот просто ужас Сбор 2019 года Разделился на 3 части Внизу жидкий.середина так себе а сверху сплошной сахар Брала как поддержку для сердца А получила за эти деньги подделку Очень обидно,0,wildberries_real
wb_pair_00132,wb_pair_00132,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,140,139,0.9928571428571429,negative,negative,"Упаковка была нормальная, ничего не помялось. Запах конечно специфический, но терпимо. Наношу аккуратно, стараюсь не попадать на слизистую.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00082,wb_pair_00082,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,210,177,0.8428571428571429,negative,negative,"Консистенция у базы ужасная. Ооочень густая.. Выравнивание сделать можно, но очень долго уходит на это времени. В лампе просыхает плохо. Из плюсов (как писали ниже) только запах и цвет. К покупке не рекомендую.",0,wildberries_real
wb_pair_00084,wb_pair_00084,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,150,156,1.04,neutral,negative,Сильно расстроилась. Заказывала 2 упаковки на подарки. Пришла только одна упаковка.Вместо второй коробки положили конфетки какие-то. Очень неприятно 😡,0,wildberries_real
wb_pair_00066,wb_pair_00066,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,298,249,0.8355704697986577,neutral,negative,"Товар пришёл просроченный. Дата изготовления 07.02.2020, срок годности 12 месяцев. Товарищи работники WB, хоть кто нибудь следит за тем, что отправляют людям? Все таки не бесплатно раздаёте товар! Очень прошу принять меры!!!!!!!!!!!!!!!!!! И жду вашего ответа, по поводу устранения данной ситуации!",0,wildberries_real
wb_pair_00138,wb_pair_00138,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,223,197,0.8834080717488789,positive,negative,"Взяла это какао, потому что тоже искала без сахара. По составу вроде нормально, натуральное. Но когда заварила первый раз - вкус показался странноватым, не то чтобы горький, а какой-то непривычный.",1,synthetic_llm_tone_matched_len_balanced
