pair_id,orig_pair_id,generator_model,prompt_version,real_len,fake_len,len_ratio,real_bucket,fake_bucket,text,is_fake,source
wb_pair_00371,wb_pair_00371,claude-sonnet-4-5,claude_intents_len_balanced_500,92,91,0.9891304347826086,neutral,negative,"Ничего даже близко общего со вкусом сахара нет, химическое послевкусие после которого тошнит",0,wildberries_real
wb_pair_00027,wb_pair_00027,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,440,388,0.8818181818181818,negative,negative,"Использую этот топ уже месяц, покрываю и светлые оттенки, и френч. Сначала переживала, начиталась про желтизну у разных топов, но тут пока все нормально. Ногти остаются такими же, как после нанесения. Может конечно со временем что-то изменится, но клиенты довольны, никто не жаловался. Консистенция удобная, наносится ровно. Единственное - крышка иногда туго закручивается, но это мелочь.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00210,wb_pair_00210,claude-sonnet-4-5,claude_intents_len_balanced_500,141,111,0.7872340425531915,mixed,negative,"Хотела натуральную пасту, но оказалась из обжареного кешью, почему не пишут в описании? Это неполезный продукт и очень сладкий, непонравился.",0,wildberries_real
wb_pair_00235,wb_pair_00235,claude-sonnet-4-5,claude_intents_len_balanced_500,259,218,0.8416988416988417,negative,negative,"Нельзя покупать продукты онлайн, убедилась в этом. Прислали открытую банку, защитный слой отклеен, вся плёнка в пасте. Но таким комком был обмотан, что увидела только дома. Паста отправилась в мусорку. Можно было вернуть, но тогда отправилась бы дальше людям.",0,wildberries_real
wb_pair_00101,wb_pair_00101,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,212,217,1.0235849056603774,neutral,negative,"Флакон пустой! Забирал муж, на месте не проверил. Нигде ничего не вытекло, значит изначально пустой и отправили. Естественно уже деньги не смогу вернуть, нужно сразу проверять. Продавец оказался недобросовестным.",0,wildberries_real
wb_pair_00486,wb_pair_00486,claude-sonnet-4-5,claude_intents_len_balanced_500,293,212,0.7235494880546075,neutral,negative,"Сумка пришла быстро, но качество пошива подкачало. Молния вшита неаккуратно, по краям видны щели. Кончик торчит, приходится заправлять внутрь, чтобы выглядело прилично. За эти деньги ожидала получше, если честно.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00402,wb_pair_00402,claude-sonnet-4-5,claude_intents_len_balanced_500,89,84,0.9438202247191011,negative,negative,"Паста нормальная по вкусу, ничего особенного. Банка пришла целая, но крышка закрыта.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00447,wb_pair_00447,claude-sonnet-4-5,claude_intents_len_balanced_500,226,209,0.9247787610619469,negative,neutral,"Заказала, думала будет оригинал за такие деньги, а пришло что-то совсем не то. Качество так себе, явно дешевле стоит. На точке выдачи не стала разбираться, дома только поняла что развели. Больше тут не закажу.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00346,wb_pair_00346,claude-sonnet-4-5,claude_intents_len_balanced_500,117,119,1.017094017094017,negative,negative,"Очень сильные сомнения в оригинальности, на запах как масло машинное. Эффекта ноль, хотя пользуюсь несколько месяцев.",0,wildberries_real
wb_pair_00139,wb_pair_00139,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,199,179,0.8994974874371859,negative,negative,"Гель, в котором находятся патчи, вытек из пластиковой баночки. Наверно поэтому он находился в целлофановом пакете. Вряд ли при производстве банку поставили в пакет. Возврат. Прошу не снижать % выкупа",0,wildberries_real
wb_pair_00121,wb_pair_00121,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,248,201,0.8104838709677419,negative,neutral,"Взяли браслет для дочки 3 года, она постоянно пальцы во рту держала. Первую неделю вообще никакого эффекта не было, думала зря деньги потратила. Потом стала замечать что днем уже реже тянет руки в рот.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00499,wb_pair_00499,claude-sonnet-4-5,claude_intents_len_balanced_500,170,113,0.6647058823529411,mixed,negative,"Не берите! Совсем не ароматизирует!Ну если нос ткнешь в палочки то есть запах)Неумеют у нас делать аромадиффузоры,зато хорошо любят денежки,которых не стоит этот продукт)",0,wildberries_real
wb_pair_00370,wb_pair_00370,claude-sonnet-4-5,claude_intents_len_balanced_500,358,223,0.6229050279329609,negative,mixed,"До этого брал с фисташкой, все было гуд, пена, вкус, протеин хрусте между пальцами. ВЗЯЛ СО ВКУСОМ АНАНАСА И ОЧЕНЬ РАССТРОИЛСЯ. вкусовые качества никакие, протеин между пальцев не скрипит. Неделю пью и пошла потеря массы. Прочитал как отличить подделку. Не буду удивлён что вместо протеина там крахмал. Больше брать протеин этой марки не буду. РАЗОЧАРОВАН!!!",0,wildberries_real
wb_pair_00198,wb_pair_00198,claude-sonnet-4-5,claude_intents_len_balanced_500,121,122,1.0082644628099173,mixed,negative,"Напаминает вкус миндаля а не фисташка, мне не понравился сироп ,знаю о чём говорю работаю с кофе и сиропами не один год !",0,wildberries_real
wb_pair_00187,wb_pair_00187,claude-sonnet-4-5,claude_intents_len_balanced_500,137,113,0.8248175182481752,neutral,negative,"Мне повезло, рамка пришла целая. Упаковка обычная, без пупырки, но всё нормально. Видимо партия разная попадается",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00084,wb_pair_00084,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,150,156,1.04,neutral,negative,"Заказала две коробки, думала будет нормально. В итоге пришло все целое, упаковка хорошая. Правда одна коробка чуть помята была, но содержимое не пострадало.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00401,wb_pair_00401,claude-sonnet-4-5,claude_intents_len_balanced_500,53,35,0.660377358490566,mixed,negative,"Да, синтетика, но за эту цену норм.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00059,wb_pair_00059,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,87,88,1.0114942528735633,neutral,neutral,"Пришло просроченное( Походу реально одна банка осталась, которую туда сюда отправляют))",0,wildberries_real
wb_pair_00328,wb_pair_00328,claude-sonnet-4-5,claude_intents_len_balanced_500,49,39,0.7959183673469388,neutral,negative,"Приехало не то!!!! С уважением, Татьяна Стрункина",0,wildberries_real
wb_pair_00096,wb_pair_00096,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,231,225,0.974025974025974,neutral,negative,Печём хлеб из смеси муки ВС и цельнозерновой в пропорции один к одному. С этой мукой хлеб невозможно нарезать. Он рассыпается на мелкую крошку. Скорее всего мука изготовлена из очень низкосортного зерна. Больше ее покупать не будем,0,wildberries_real
wb_pair_00312,wb_pair_00312,claude-sonnet-4-5,claude_intents_len_balanced_500,357,305,0.8543417366946778,neutral,mixed,"Обязательно к тесту перед покупкой. Корица очень сильно доминирует, яблоко практически не ощущается. Аромат сладкий, в душном помещении не каждый сможет выдержать. Лично мне не зашло совершенно, а вот девушку устроило. Цитрус мне от Bago зашёл гораздо больше. В данном объеме (90 мл) ощущается на весь зал, цитрус во флаконе 50 мл таким похвастаться не мог.",0,wildberries_real
wb_pair_00474,wb_pair_00474,claude-sonnet-4-5,claude_intents_len_balanced_500,166,155,0.9337349397590361,negative,neutral,"Взяла на пробу, цена конечно кусается. После первого кормления у пса началось расстройство, думала совпадение. Дала ещё раз через день - опять то же самое.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00299,wb_pair_00299,claude-sonnet-4-5,claude_intents_len_balanced_500,175,183,1.0457142857142858,neutral,negative,"Оценка доставке. Сотрудники склада, вы сами бы хотели получить такое в подарок?! Это же открытка! Мало того, что наклейка на лицевой стороне, так еще и маркером подписали🤦🏻‍♀️",0,wildberries_real
wb_pair_00277,wb_pair_00277,claude-sonnet-4-5,claude_intents_len_balanced_500,143,140,0.9790209790209791,negative,negative,Ждала больше недели и Пришёл брак. Буду делать возврат. И очень воняет пластмассой. У меня маленький ребёнок и не хочется дышать этим воздухом.,0,wildberries_real
wb_pair_00424,wb_pair_00424,claude-sonnet-4-5,claude_intents_len_balanced_500,116,83,0.7155172413793104,neutral,negative,"Получила заказ, коробка немного помятая была, но капсулы все на месте, пересчитала.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00101,wb_pair_00101,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,212,217,1.0235849056603774,neutral,negative,"Заказывала себе, пришло быстро. Сначала расстроилась что флакон какой-то лёгкий показался, но оказалось просто стекло тонкое. Понюхала - запах есть, всё нормально. Проверила на свет - уровень жидкости видно, заполнен.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00439,wb_pair_00439,claude-sonnet-4-5,claude_intents_len_balanced_500,299,221,0.7391304347826086,negative,mixed,Какое вы там исследования проводили??? Что за у вас там технологи? Трендах они у вас точно не разбираются! Оттенок что пришёл не подходит как на фото !что я брала раньше этот же RICH BAGE очень отличается! Требую возврат товара ! Больше я никогда не возьму у вас камуфляжные оттенки ! Я разочарована,0,wildberries_real
wb_pair_00337,wb_pair_00337,claude-sonnet-4-5,claude_intents_len_balanced_500,103,94,0.912621359223301,neutral,neutral,"Мне пришла в нормальной упаковке, ничего не вскрыто. Запах обычный, никакой тухлятины не было.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00070,wb_pair_00070,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,279,291,1.043010752688172,negative,negative,"Заказываю это молоко уже не первый раз, обычно все нормально было. Но в этот раз пришло какое-то странное - крышка болталась, внутри прямо слышно что воздух проходит. Хотя срок годности ещё не истёк. Остальные пакеты из заказа были получше, но тоже смущает качество упаковки последнее время.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00379,wb_pair_00379,claude-sonnet-4-5,claude_intents_len_balanced_500,277,203,0.7328519855595668,neutral,mixed,"Лампа пришла нормальная, работает хорошо. Да, цена скачет, но я брала по акции, вышло рублей 400. Может продавец перепутал или система сбой дала, со мной такого не было. Свет яркий, подставка устойчивая.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00261,wb_pair_00261,claude-sonnet-4-5,claude_intents_len_balanced_500,56,36,0.6428571428571429,negative,neutral,Ждала 5 дней конверт и в итоге пришёл с браком((((Отказ!,0,wildberries_real
wb_pair_00078,wb_pair_00078,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,225,200,0.8888888888888888,negative,negative,"Решила попробовать этот крем, начиталась тут отзывов. Пользуюсь уже третью неделю, честно скажу сначала вообще не поняла эффекта. Но потом заметила что кожа стала помягче, не так стягивает как раньше.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00023,wb_pair_00023,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,375,388,1.0346666666666666,neutral,negative,"Я ожидала, что у меН получится вкусное кофе с пенкой, а получилось кофе со вкусом «типа» кокоса и плавающие массы кокосового молока, вдобавок к тому, после выпитого данного напитка - вся семья далеко от дома уйти не может, живот скручивает 😭 и дело точно у молоке, ибо ничего нового в этот день не ели, а попробовали только этот продукт добавить, о чём очень потом пожалели((",0,wildberries_real
wb_pair_00030,wb_pair_00030,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,167,170,1.0179640718562875,neutral,negative,"Заказал один вкус, пришло без вкуса. Ошибок не прощаю все же вы давно в бизнесе. Больше брать не буду. И почти рваный пакет. Запарил вельбарис без упаковок все делать.",0,wildberries_real
wb_pair_00117,wb_pair_00117,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,226,161,0.7123893805309734,negative,negative,"Заказывала эти мешки для пылесоса, думала будут с резинками как на упаковке показано. Но резинок нет, хотя на коробке нарисованы. Немного разочаровалась конечно.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00010,wb_pair_00010,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,303,308,1.0165016501650166,negative,negative,"Просто хлам, а не пинцет . Он даже одну ресницу еле цепляет , очень жаль что возврат нельзя было сделать . Деньги на ветер . Это самый худший пинцет, который я пробовала . Не нужно вводить людей в заблуждение и писать ручная заточка, её нет точно 👎. И да, сам пинцет даже без колпачка силиконового был .",0,wildberries_real
wb_pair_00221,wb_pair_00221,claude-sonnet-4-5,claude_intents_len_balanced_500,57,51,0.8947368421052632,neutral,negative,Прислали не тот крем. Не соответсвует картинке и описанию,0,wildberries_real
wb_pair_00320,wb_pair_00320,claude-sonnet-4-5,claude_intents_len_balanced_500,254,227,0.8937007874015748,neutral,negative,"Открыла банку, цвет конечно не совсем как у черноклёнового, светлее немного. Вкус обычного мёда, без особой изюминки, но не скажу что подделка. Может просто урожай такой был, в следующий раз попробую другую фирму для сравнения.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00296,wb_pair_00296,claude-sonnet-4-5,claude_intents_len_balanced_500,83,77,0.927710843373494,negative,neutral,"Лупа пришла вся заляпанная и царапанная, но пришлось забрать, тк срочно нужна была.",0,wildberries_real
wb_pair_00054,wb_pair_00054,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,343,297,0.8658892128279884,negative,negative,Сколько уже писали в комментариях что приходит просрочка. И я то думала что поработали над этим. Но не тут то было. Пришла Паста со сроком выпуска июль 2019 года. Даже визуально видно что с товаром что то не так. Это что пофигизм сотрудников или расчёт а вдруг не обратят на срок внимание. Как то не прилично для такого солидного маркетплейса.,0,wildberries_real
wb_pair_00042,wb_pair_00042,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,250,231,0.924,neutral,mixed,"Купила попробовать, обычно ем миндальный. Консистенция нормальная, может чуть жидковатая, но мне даже удобнее мазать. По вкусу приятная, кешью чувствуется хорошо. Цвет да, потемнее чем ожидала, но это наверное от обработки зависит.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00209,wb_pair_00209,claude-sonnet-4-5,claude_intents_len_balanced_500,43,44,1.0232558139534884,neutral,negative,Снова прислали не тот цвет! Издевательство!,0,wildberries_real
wb_pair_00104,wb_pair_00104,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,127,132,1.0393700787401574,neutral,neutral,"Заказывала в первый раз, честно говорю пока не распробовала толком. Банка пришла целая, крышка закрыта нормально, ничего не вытекло.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00192,wb_pair_00192,claude-sonnet-4-5,claude_intents_len_balanced_500,228,186,0.8157894736842105,negative,negative,"Получил в нормальном состоянии, но при проверке обнаружил небольшой люфт на ручке. Крепёж весь на месте, собрал без проблем. Пока не тестировал в деле, посмотрим как поведёт себя дальше.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00162,wb_pair_00162,claude-sonnet-4-5,claude_intents_len_balanced_500,154,123,0.7987012987012987,neutral,neutral,"привезли скатерть нормальную, а полотенца не те что на фото. заказывала комплектом, получилось что только половина подошла.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00366,wb_pair_00366,claude-sonnet-4-5,claude_intents_len_balanced_500,183,157,0.8579234972677595,negative,negative,"Заказала набор, пришёл только один бальзам. В описании было указано 2 штуки, обидно. Написала в поддержку, посмотрим что ответят. Пока разочарована покупкой.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00070,wb_pair_00070,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,279,291,1.043010752688172,negative,negative,"Причина испорченного молока найдена! Воздух идёт с под крышки, все остальные 3 упаковки молока которые я заказала - заклеены клеем, после того как оно успело испортится! Жду заонка от компании! И возврата денег! Не ожидала такого от этой фирмы! До этого заказывала уже 4 коробки!",0,wildberries_real
wb_pair_00043,wb_pair_00043,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,267,237,0.8876404494382022,negative,mixed,"Заказывала эту банку, переживала конечно что стекло и вдруг разобьют. Но нет, упаковано было хорошо, пришло целое. Видимо зависит от склада или от того как повезет с курьером. Сам продукт нормальный, ничего особенного но и претензий нет.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00107,wb_pair_00107,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,112,110,0.9821428571428571,negative,neutral,"Пришёл без фломастера. Хотя заявлено доставляется фломастер в комплекте! Всё запаковано, но этого карандаша нет.",0,wildberries_real
wb_pair_00493,wb_pair_00493,claude-sonnet-4-5,claude_intents_len_balanced_500,96,100,1.0416666666666667,neutral,neutral,Паста пришла открытая и разлитая! Не советую покупать у этого продавца! В жизни больше не куплю.,0,wildberries_real
wb_pair_00090,wb_pair_00090,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,124,130,1.0483870967741935,neutral,negative,"Упаковка пришла немного помятая, но внутри все на месте оказалось. Сначала испугалась что чего-то не хватит, но пересчитала - все.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00241,wb_pair_00241,claude-sonnet-4-5,claude_intents_len_balanced_500,62,44,0.7096774193548387,neutral,negative,"Может кому-то и не зайдёт, но мне нормально.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00292,wb_pair_00292,claude-sonnet-4-5,claude_intents_len_balanced_500,189,163,0.8624338624338624,negative,neutral,"Паста ПРОСРОЧЕНА!!! Срок годности 6 месяцев, дата изготовления 29.04.2019 паста просрочена, но я сразу не заметила, только после выкупа, это не допустимо товарищи, ЭТО ПРОДУКТЫ ПИТАНИЯ!!!!!",0,wildberries_real
wb_pair_00289,wb_pair_00289,claude-sonnet-4-5,claude_intents_len_balanced_500,61,62,1.0163934426229508,neutral,negative,"Одна бутылка была вскрыта, не было мерного стаканчика(крышки)",0,wildberries_real
wb_pair_00152,wb_pair_00152,claude-sonnet-4-5,claude_intents_len_balanced_500,267,225,0.8426966292134831,neutral,negative,"Упаковка была нормальная, но вот сама паста... Консистенция густая, да, но не критично. Вкус на любителя, честно. Немного вязнет во рту, но если запить водой или намазать тонким слоем, то вполне съедобно. Может, привыкну ещё.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00039,wb_pair_00039,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,237,238,1.0042194092827004,neutral,negative,"Картинка безбожно врет. Фисташек там кот наплакал. Пропорции на картинке совершенно не соблюдены. Чистой воды обман покупателя. Я в Турции купил недавно, так там в 10 раз больше фисташек было, при ещё в 10 раз меньше. В общем не советую.",0,wildberries_real
wb_pair_00089,wb_pair_00089,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,187,194,1.0374331550802138,neutral,negative,"Упаковка пришла немного помятая, видимо на складе так хранили. Сначала насторожилась, но сам флакон целый. Аромат вроде похож на оригинал, хотя я не эксперт конечно. Может партия такая, не знаю.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00307,wb_pair_00307,claude-sonnet-4-5,claude_intents_len_balanced_500,48,41,0.8541666666666666,neutral,neutral,"Не могу оставить негативный отзыв, не размещают.",0,wildberries_real
wb_pair_00179,wb_pair_00179,claude-sonnet-4-5,claude_intents_len_balanced_500,57,57,1.0,negative,negative,"С КС домофонами работает через раз, то ли контакт плохой.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00066,wb_pair_00066,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,298,249,0.8355704697986577,neutral,negative,"Товар пришёл просроченный. Дата изготовления 07.02.2020, срок годности 12 месяцев. Товарищи работники WB, хоть кто нибудь следит за тем, что отправляют людям? Все таки не бесплатно раздаёте товар! Очень прошу принять меры!!!!!!!!!!!!!!!!!! И жду вашего ответа, по поводу устранения данной ситуации!",0,wildberries_real
wb_pair_00275,wb_pair_00275,claude-sonnet-4-5,claude_intents_len_balanced_500,111,76,0.6846846846846847,neutral,negative,"Ни о чем. Персик и все..... больше и ничего. Нет раскрытия. Том форд уже раскрылся, а это никак за то же время.",0,wildberries_real
wb_pair_00067,wb_pair_00067,claude-sonnet-4-5,resume_no_categories_relaxed_len_balanced,219,204,0.9315068493150684,neutral,negative,"Отврат! Абсолютно безвкусные! Будто маргарин пожевал или пластилин мягкий! Ни намёка на какао или вкус какой-то, как сахар в жиже замешали. Очень дешевый вкус. Вообще ни че го хорошего. Очень расстроена!!! И рассержена!",0,wildberries_real
wb_pair_00318,wb_pair_00318,claude-sonnet-4-5,claude_intents_len_balanced_500,47,40,0.851063829787234,neutral,neutral,"Заказывала в подарок, пришёл товар просроченный",0,wildberries_real
wb_pair_00048,wb_pair_00048,claude-sonnet-4-5,paired_v2_tone_matched_len_balanced,332,284,0.8554216867469879,negative,negative,"Заказывала эту муку первый раз, честно говорря немного сомневалась. Но упаковка пришла целая, все аккуратно запаяно. Вес соответствует заявленному, проверила на кухонных весах. Мука рассыпчатая, без комков и посторонних запахов. Пекла блины - тесто получилось нормальное, без проблем.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00498,wb_pair_00498,claude-sonnet-4-5,claude_intents_len_balanced_500,120,101,0.8416666666666667,neutral,neutral,"Заказала, получила быстро. Дома только заметила, что срок подходит к концу, надо было сразу смотреть.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00214,wb_pair_00214,claude-sonnet-4-5,claude_intents_len_balanced_500,148,129,0.8716216216216216,neutral,mixed,"Сироп специфичный, запах действительно необычный, но мне зашёл. Вкус сладковатый, с карамельной ноткой, может не всем понравится.",1,synthetic_llm_tone_matched_len_balanced
wb_pair_00253,wb_pair_00253,claude-sonnet-4-5,claude_intents_len_balanced_500,124,129,1.0403225806451613,neutral,negative,"Поставили фильтр, сначала вода шла мутноватая, но это нормально для новых картриджей. Через пару дней всё наладилось, накипи нет.",1,synthetic_llm_tone_matched_len_balanced
